# 1 time
# 2 Ubal_norm
# 3 Ubal
# 4 Utot
# 5 Uexp
# 6 Ukin
# 7 Urad
# 8 UmBWpairs
# 9 Uelm
# 10 Ukin_bnd
# 11 Ukin_out_mvw
# 12 Ukin_inj_mvw
# 13 Uelm_bnd
# 14 Uelm_out_mvw
# 15 Uelm_inj_mvw
# 16 Dens_solar_ion
# 17 Ntot_solar_ion
# 18 Zavg_solar_ion
# 19 Ukin_solar_ion
# 20 Urad_solar_ion
# 21 Dens_solar_electron
# 22 Ntot_solar_electron
# 23 Zavg_solar_electron
# 24 Ukin_solar_electron
# 25 Urad_solar_electron
# 26 Uelm_Ex
# 27 Uelm_Ey
# 28 Uelm_Ez
# 29 Uelm_Bx_m
# 30 Uelm_By_m
# 31 Uelm_Bz_m
# 32 ExMin
# 33 ExMinCell
# 34 ExMax
# 35 ExMaxCell
# 36 EyMin
# 37 EyMinCell
# 38 EyMax
# 39 EyMaxCell
# 40 EzMin
# 41 EzMinCell
# 42 EzMax
# 43 EzMaxCell
# 44 Bx_mMin
# 45 Bx_mMinCell
# 46 Bx_mMax
# 47 Bx_mMaxCell
# 48 By_mMin
# 49 By_mMinCell
# 50 By_mMax
# 51 By_mMaxCell
# 52 Bz_mMin
# 53 Bz_mMinCell
# 54 Bz_mMax
# 55 Bz_mMaxCell
# 56 JxMin
# 57 JxMinCell
# 58 JxMax
# 59 JxMaxCell
# 60 JyMin
# 61 JyMinCell
# 62 JyMax
# 63 JyMaxCell
# 64 JzMin
# 65 JzMinCell
# 66 JzMax
# 67 JzMaxCell
# 68 RhoMin
# 69 RhoMinCell
# 70 RhoMax
# 71 RhoMaxCell
# 72 PoyXmin
# 73 PoyXminInst
# 74 PoyYmin
# 75 PoyYminInst
# 76 PoyZmin
# 77 PoyZminInst
# 78 PoyXmax
# 79 PoyXmaxInst
# 80 PoyYmax
# 81 PoyYmaxInst
# 82 PoyZmax
# 83 PoyZmaxInst
#
#        time    Ubal_norm         Ubal         Utot         Uexp         Ukin         Urad    UmBWpairs         Uelm     Ukin_bnd  Ukin_out_mvw  Ukin_inj_mvw     Uelm_bnd  Uelm_out_mvw  Uelm_inj_mvw  Dens_solar_ion  Ntot_solar_ion  Zavg_solar_ion  Ukin_solar_ion  Urad_solar_ion  Dens_solar_electron  Ntot_solar_electron  Zavg_solar_electron  Ukin_solar_electron  Urad_solar_electron      Uelm_Ex      Uelm_Ey      Uelm_Ez    Uelm_Bx_m    Uelm_By_m    Uelm_Bz_m        ExMin    ExMinCell        ExMax    ExMaxCell        EyMin    EyMinCell        EyMax    EyMaxCell        EzMin    EzMinCell        EzMax    EzMaxCell      Bx_mMin  Bx_mMinCell      Bx_mMax  Bx_mMaxCell      By_mMin  By_mMinCell      By_mMax  By_mMaxCell      Bz_mMin  Bz_mMinCell      Bz_mMax  Bz_mMaxCell        JxMin    JxMinCell        JxMax    JxMaxCell        JyMin    JyMinCell        JyMax    JyMaxCell        JzMin    JzMinCell        JzMax    JzMaxCell       RhoMin   RhoMinCell       RhoMax   RhoMaxCell      PoyXmin  PoyXminInst      PoyYmin  PoyYminInst      PoyZmin  PoyZminInst      PoyXmax  PoyXmaxInst      PoyYmax  PoyYmaxInst      PoyZmax  PoyZmaxInst
    1.901e+01    1.396e-02    1.118e-03    8.007e-02    7.895e-02    4.644e-02    0.000e+00    0.000e+00    3.363e-02    1.594e-02     0.000e+00     3.944e-02   -1.401e-03     0.000e+00     0.000e+00       1.002e+02       3.836e+06       1.000e+00       3.634e-02       0.000e+00            1.005e+02            3.849e+06           -1.000e+00            1.010e-02            0.000e+00    9.176e-05    1.202e-04    1.192e-04    3.674e-03    2.856e-02    1.067e-03   -1.751e-01      1024926    1.783e-01      1002450   -2.893e-01      1027490    2.548e-01      1004709   -2.826e-01      1005115    2.618e-01      1004194   -3.537e+00         7488    3.537e+00         8896   -4.606e+00         8127    1.203e+00         9663   -1.343e+00         7493    1.343e+00         7481   -4.208e+00      1033931    4.495e+00      1028879   -6.424e+00      1002444    6.348e+00      1022355   -5.475e+00      1018135    5.968e+00      1019228   -3.057e+02      1045772    2.475e+02      1035719   -3.523e-04   -6.846e-08   -1.512e-04   -5.159e-09   -3.256e-03   -2.484e-07    7.039e-04   -2.753e-07   -1.756e-04    4.432e-09    1.830e-03    1.176e-07
    1.907e+01    1.398e-02    1.121e-03    8.014e-02    7.902e-02    4.651e-02    0.000e+00    0.000e+00    3.363e-02    1.598e-02     0.000e+00     3.955e-02   -1.402e-03     0.000e+00     0.000e+00       1.003e+02       3.841e+06       1.000e+00       3.640e-02       0.000e+00            1.007e+02            3.854e+06           -1.000e+00            1.011e-02            0.000e+00    9.146e-05    1.219e-04    1.193e-04    3.675e-03    2.856e-02    1.067e-03   -1.665e-01      1018956    1.717e-01      1045688   -2.701e-01      1022355    2.633e-01      1022268   -2.321e-01      1006402    2.443e-01      1006376   -3.537e+00         7488    3.537e+00         8895   -4.606e+00         8127    1.203e+00         9663   -1.342e+00         7493    1.343e+00         7481   -4.535e+00      1018230    3.989e+00      1028619   -6.142e+00      1026711    5.501e+00      1007860   -6.048e+00      1028944    5.539e+00      1014086   -3.184e+02      1045772    2.352e+02      1035887   -3.532e-04   -1.424e-07   -1.513e-04   -3.930e-09   -3.258e-03   -1.517e-07    7.065e-04   -2.588e-07   -1.757e-04    4.673e-09    1.830e-03    4.912e-08
    1.912e+01    1.400e-02    1.123e-03    8.021e-02    7.909e-02    4.658e-02    0.000e+00    0.000e+00    3.363e-02    1.603e-02     0.000e+00     3.966e-02   -1.403e-03     0.000e+00     0.000e+00       1.005e+02       3.846e+06       1.000e+00       3.646e-02       0.000e+00            1.008e+02            3.859e+06           -1.000e+00            1.013e-02            0.000e+00    9.169e-05    1.201e-04    1.203e-04    3.674e-03    2.856e-02    1.068e-03   -1.731e-01      1027032    1.770e-01      1012987   -2.898e-01      1022355    2.664e-01      1020872   -2.568e-01      1005456    2.373e-01      1028890   -3.537e+00         7488    3.537e+00         8895   -4.606e+00         8128    1.203e+00         6592   -1.342e+00         7493    1.343e+00         8901   -5.052e+00      1019953    4.620e+00      1046901   -6.064e+00      1004058    5.947e+00      1024677   -5.441e+00      1020579    5.680e+00      1021866   -3.198e+02      1045772    2.315e+02      1035887   -3.554e-04   -2.672e-07   -1.513e-04   -3.491e-09   -3.259e-03   -1.141e-07    7.092e-04   -2.784e-07   -1.757e-04    5.445e-09    1.829e-03    3.884e-08
    1.918e+01    1.402e-02    1.126e-03    8.028e-02    7.916e-02    4.665e-02    0.000e+00    0.000e+00    3.363e-02    1.607e-02     0.000e+00     3.977e-02   -1.405e-03     0.000e+00     0.000e+00       1.006e+02       3.850e+06       1.000e+00       3.651e-02       0.000e+00            1.009e+02            3.864e+06           -1.000e+00            1.014e-02            0.000e+00    9.301e-05    1.200e-04    1.190e-04    3.674e-03    2.856e-02    1.068e-03   -1.753e-01      1024010    1.794e-01      1025627   -2.824e-01      1024677    2.770e-01      1008362   -2.481e-01      1030476    2.585e-01      1024936   -3.537e+00         7488    3.537e+00         8895   -4.606e+00         8127    1.203e+00         6592   -1.343e+00         7493    1.343e+00         7481   -4.998e+00      1033519    4.175e+00      1037550   -6.363e+00      1008624    5.713e+00      1028649   -5.837e+00      1019876    7.078e+00      1001269   -3.199e+02      1042628    2.245e+02      1046633   -3.578e-04   -2.163e-07   -1.514e-04   -4.176e-09   -3.260e-03   -1.810e-07    7.124e-04   -3.493e-07   -1.758e-04    4.627e-09    1.828e-03    1.197e-07
    1.923e+01    1.404e-02    1.128e-03    8.035e-02    7.923e-02    4.672e-02    0.000e+00    0.000e+00    3.363e-02    1.611e-02     0.000e+00     3.988e-02   -1.406e-03     0.000e+00     0.000e+00       1.007e+02       3.855e+06       1.000e+00       3.658e-02       0.000e+00            1.011e+02            3.869e+06           -1.000e+00            1.014e-02            0.000e+00    9.247e-05    1.211e-04    1.194e-04    3.674e-03    2.856e-02    1.068e-03   -1.800e-01      1042792    1.625e-01      1017354   -2.461e-01      1001486    2.797e-01      1009674   -3.077e-01      1001269    2.341e-01      1018320   -3.537e+00         7487    3.537e+00         8895   -4.605e+00         8128    1.203e+00         6591   -1.343e+00         8889    1.342e+00         7481   -4.258e+00      1033382    4.438e+00      1023986   -5.666e+00      1020814    5.713e+00      1008362   -6.145e+00      1027725    6.031e+00      1001273   -3.540e+02      1042628    2.314e+02      1041304   -3.587e-04   -4.354e-08   -1.514e-04   -4.249e-09   -3.262e-03   -2.266e-07    7.160e-04   -3.536e-07   -1.758e-04    2.514e-09    1.827e-03    2.128e-07
    1.928e+01    1.405e-02    1.130e-03    8.042e-02    7.929e-02    4.679e-02    0.000e+00    0.000e+00    3.363e-02    1.615e-02     0.000e+00     3.999e-02   -1.407e-03     0.000e+00     0.000e+00       1.009e+02       3.860e+06       1.000e+00       3.664e-02       0.000e+00            1.012e+02            3.873e+06           -1.000e+00            1.016e-02            0.000e+00    9.227e-05    1.200e-04    1.190e-04    3.674e-03    2.856e-02    1.067e-03   -1.713e-01      1022924    2.051e-01      1010462   -2.678e-01      1021006    2.691e-01      1006435   -2.595e-01      1017657    2.915e-01      1006402   -3.537e+00         7487    3.537e+00         8895   -4.605e+00         8128    1.203e+00         6591   -1.343e+00         7493    1.343e+00         7481   -4.089e+00      1010139    4.527e+00      1003149   -6.237e+00      1028975    5.744e+00      1011910   -5.600e+00      1006653    5.254e+00      1025297   -3.364e+02      1042628    2.107e+02      1033690   -3.594e-04   -1.337e-07   -1.514e-04   -3.120e-09   -3.265e-03   -1.969e-07    7.194e-04   -3.356e-07   -1.758e-04    2.663e-09    1.825e-03    1.959e-07
    1.934e+01    1.407e-02    1.133e-03    8.049e-02    7.936e-02    4.687e-02    0.000e+00    0.000e+00    3.363e-02    1.619e-02     0.000e+00     4.010e-02   -1.410e-03     0.000e+00     0.000e+00       1.010e+02       3.865e+06       1.000e+00       3.669e-02       0.000e+00            1.013e+02            3.879e+06           -1.000e+00            1.018e-02            0.000e+00    9.186e-05    1.193e-04    1.197e-04    3.674e-03    2.856e-02    1.067e-03   -1.843e-01      1042741    1.775e-01      1019146   -2.445e-01      1021581    2.616e-01      1008170   -2.461e-01      1026089    2.810e-01      1017658   -3.537e+00         7487    3.537e+00         8895   -4.606e+00         8128    1.203e+00         9663   -1.342e+00         7493    1.342e+00         7481   -4.504e+00      1028886    5.377e+00      1047309   -5.967e+00      1005224    6.063e+00      1011050   -5.707e+00      1019192    6.391e+00      1009123   -2.990e+02      1042801    2.064e+02      1033690   -3.616e-04   -2.484e-07   -1.515e-04   -2.786e-09   -3.267e-03   -1.698e-07    7.224e-04   -2.896e-07   -1.759e-04    4.275e-09    1.823e-03    8.828e-08
    1.939e+01    1.409e-02    1.135e-03    8.056e-02    7.943e-02    4.694e-02    0.000e+00    0.000e+00    3.363e-02    1.623e-02     0.000e+00     4.022e-02   -1.412e-03     0.000e+00     0.000e+00       1.011e+02       3.870e+06       1.000e+00       3.675e-02       0.000e+00            1.015e+02            3.884e+06           -1.000e+00            1.018e-02            0.000e+00    9.305e-05    1.205e-04    1.195e-04    3.674e-03    2.855e-02    1.068e-03   -2.078e-01       984002    1.938e-01      1017539   -2.536e-01      1008467    2.472e-01      1005224   -2.496e-01      1023549    2.576e-01      1021275   -3.537e+00         7488    3.537e+00         8895   -4.606e+00         8128    1.203e+00         9664   -1.342e+00         8889    1.343e+00         7481   -4.358e+00      1023693    4.203e+00      1027024   -5.593e+00      1020479    5.693e+00      1006660   -5.725e+00      1026089    5.619e+00      1017949   -3.013e+02      1046797    2.028e+02      1043809   -3.634e-04   -1.458e-07   -1.515e-04   -4.276e-09   -3.269e-03   -2.285e-07    7.255e-04   -3.291e-07   -1.759e-04    5.214e-09    1.822e-03    4.414e-08
    1.944e+01    1.411e-02    1.138e-03    8.063e-02    7.950e-02    4.701e-02    0.000e+00    0.000e+00    3.363e-02    1.628e-02     0.000e+00     4.033e-02   -1.413e-03     0.000e+00     0.000e+00       1.012e+02       3.875e+06       1.000e+00       3.682e-02       0.000e+00            1.016e+02            3.889e+06           -1.000e+00            1.019e-02            0.000e+00    9.253e-05    1.218e-04    1.191e-04    3.674e-03    2.855e-02    1.069e-03   -1.626e-01       984002    1.754e-01      1007036   -2.548e-01      1008115    2.600e-01      1021006   -2.505e-01      1017530    2.445e-01      1026509   -3.537e+00         7487    3.537e+00         8896   -4.606e+00         8128    1.203e+00         6592   -1.343e+00         8889    1.343e+00         7481   -4.596e+00      1042579    4.011e+00      1037558   -5.894e+00      1006439    6.029e+00       996803   -5.916e+00      1001948    5.986e+00      1018004   -3.224e+02      1038379    2.160e+02      1042154   -3.644e-04   -8.773e-08   -1.515e-04   -4.689e-09   -3.272e-03   -3.376e-07    7.287e-04   -3.123e-07   -1.760e-04    4.412e-09    1.822e-03    6.068e-08
    1.950e+01    1.412e-02    1.140e-03    8.070e-02    7.956e-02    4.708e-02    0.000e+00    0.000e+00    3.362e-02    1.632e-02     0.000e+00     4.044e-02   -1.415e-03     0.000e+00     0.000e+00       1.014e+02       3.880e+06       1.000e+00       3.687e-02       0.000e+00            1.017e+02            3.894e+06           -1.000e+00            1.021e-02            0.000e+00    9.179e-05    1.199e-04    1.185e-04    3.674e-03    2.855e-02    1.069e-03   -1.671e-01      1005224    1.773e-01      1020766   -2.755e-01      1017911    2.647e-01      1029027   -2.964e-01      1017530    2.662e-01      1010528   -3.537e+00         7488    3.537e+00         8895   -4.605e+00         8128    1.203e+00         9663   -1.343e+00         7493    1.342e+00         7481   -4.342e+00      1014280    4.394e+00      1007783   -6.023e+00      1001164    5.806e+00      1024038   -6.060e+00      1021918    5.761e+00      1010263   -3.437e+02      1038379    2.162e+02      1042154   -3.653e-04   -9.399e-08   -1.516e-04   -3.142e-09   -3.275e-03   -3.439e-07    7.318e-04   -2.913e-07   -1.760e-04    2.778e-09    1.821e-03    7.758e-08
    1.955e+01    1.414e-02    1.142e-03    8.077e-02    7.963e-02    4.715e-02    0.000e+00    0.000e+00    3.362e-02    1.636e-02     0.000e+00     4.055e-02   -1.416e-03     0.000e+00     0.000e+00       1.015e+02       3.885e+06       1.000e+00       3.693e-02       0.000e+00            1.019e+02            3.899e+06           -1.000e+00            1.022e-02            0.000e+00    9.201e-05    1.184e-04    1.189e-04    3.674e-03    2.855e-02    1.068e-03   -1.996e-01      1022705    1.843e-01      1018312   -2.573e-01       996803    2.360e-01      1027602   -2.605e-01       993452    3.218e-01      1010528   -3.537e+00         7487    3.537e+00         8895   -4.605e+00         8128    1.204e+00         9664   -1.343e+00         7493    1.343e+00         8901   -5.279e+00      1047134    4.094e+00      1043949   -7.360e+00      1022667    5.767e+00      1002940   -6.329e+00      1017530    5.943e+00      1014053   -3.316e+02      1038379    2.069e+02      1035719   -3.665e-04   -1.482e-07   -1.516e-04   -2.824e-09   -3.277e-03   -2.198e-07    7.343e-04   -2.247e-07   -1.760e-04    1.753e-09    1.821e-03    7.929e-08
    1.960e+01    1.416e-02    1.145e-03    8.084e-02    7.970e-02    4.722e-02    0.000e+00    0.000e+00    3.362e-02    1.640e-02     0.000e+00     4.066e-02   -1.418e-03     0.000e+00     0.000e+00       1.016e+02       3.890e+06       1.000e+00       3.699e-02       0.000e+00            1.020e+02            3.904e+06           -1.000e+00            1.023e-02            0.000e+00    9.284e-05    1.210e-04    1.186e-04    3.674e-03    2.855e-02    1.067e-03   -1.670e-01      1004967    1.921e-01      1017437   -2.750e-01      1011245    2.525e-01      1005728   -2.645e-01      1013585    2.360e-01      1003576   -3.537e+00         7488    3.537e+00         8895   -4.606e+00         8128    1.203e+00         9664   -1.342e+00         8889    1.343e+00         8901   -4.334e+00      1012651    4.168e+00      1040080   -6.072e+00      1018569    5.927e+00      1022953   -5.286e+00      1024527    6.885e+00      1010528   -3.227e+02      1040604    2.135e+02      1043809   -3.678e-04   -1.095e-07   -1.516e-04   -2.682e-09   -3.279e-03   -1.079e-07    7.366e-04   -2.581e-07   -1.760e-04    1.933e-09    1.820e-03    4.416e-08
    1.966e+01    1.418e-02    1.147e-03    8.091e-02    7.977e-02    4.729e-02    0.000e+00    0.000e+00    3.362e-02    1.644e-02     0.000e+00     4.077e-02   -1.418e-03     0.000e+00     0.000e+00       1.018e+02       3.895e+06       1.000e+00       3.705e-02       0.000e+00            1.021e+02            3.909e+06           -1.000e+00            1.024e-02            0.000e+00    9.204e-05    1.211e-04    1.175e-04    3.674e-03    2.855e-02    1.068e-03   -1.744e-01      1000609    1.650e-01       993284   -2.409e-01      1004366    2.427e-01       994774   -2.428e-01      1024813    2.277e-01      1030205   -3.537e+00         7488    3.537e+00         8895   -4.606e+00         8128    1.202e+00         9663   -1.343e+00         8889    1.343e+00         8901   -4.137e+00      1047344    4.324e+00      1033241   -5.277e+00      1022388    5.628e+00      1019657   -6.669e+00      1019760    5.599e+00      1025867   -3.056e+02      1043019    1.979e+02      1039162   -3.689e-04   -4.649e-08   -1.517e-04   -2.121e-09   -3.281e-03   -1.329e-07    7.399e-04   -3.604e-07   -1.760e-04    2.291e-09    1.820e-03   -7.067e-09
    1.971e+01    1.419e-02    1.150e-03    8.099e-02    7.984e-02    4.736e-02    0.000e+00    0.000e+00    3.362e-02    1.649e-02     0.000e+00     4.088e-02   -1.417e-03     0.000e+00     0.000e+00       1.019e+02       3.900e+06       1.000e+00       3.711e-02       0.000e+00            1.023e+02            3.914e+06           -1.000e+00            1.025e-02            0.000e+00    9.176e-05    1.190e-04    1.199e-04    3.675e-03    2.855e-02    1.068e-03   -1.899e-01       991995    1.592e-01      1020461   -2.356e-01      1025736    2.471e-01      1029722   -2.692e-01      1018330    2.772e-01      1012971   -3.537e+00         7488    3.537e+00         8895   -4.606e+00         8127    1.203e+00         9663   -1.342e+00         8889    1.343e+00         8901   -4.088e+00      1039917    3.989e+00      1028644   -6.012e+00      1029607    5.906e+00      1005348   -5.614e+00      1022628    5.867e+00      1028980   -3.059e+02      1039704    2.156e+02      1033689   -3.695e-04   -7.541e-08   -1.517e-04   -2.998e-09   -3.283e-03   -2.129e-07    7.432e-04   -3.236e-07   -1.761e-04    3.575e-09    1.820e-03   -8.550e-09
    1.976e+01    1.422e-02    1.152e-03    8.106e-02    7.991e-02    4.743e-02    0.000e+00    0.000e+00    3.363e-02    1.653e-02     0.000e+00     4.099e-02   -1.418e-03     0.000e+00     0.000e+00       1.020e+02       3.905e+06       1.000e+00       3.717e-02       0.000e+00            1.024e+02            3.919e+06           -1.000e+00            1.027e-02            0.000e+00    9.219e-05    1.196e-04    1.193e-04    3.674e-03    2.855e-02    1.068e-03   -1.765e-01      1024573    1.687e-01      1002037   -2.598e-01      1020577    2.622e-01      1023029   -2.740e-01      1007519    2.470e-01      1012971   -3.537e+00         7616    3.537e+00         8896   -4.605e+00         8127    1.203e+00         9664   -1.342e+00         8889    1.343e+00         7481   -4.464e+00      1003566    4.381e+00      1017647   -6.834e+00      1026732    6.300e+00      1026203   -5.388e+00      1008568    6.502e+00      1021626   -3.129e+02      1039704    2.110e+02      1040032   -3.707e-04   -1.731e-07   -1.517e-04   -4.041e-09   -3.285e-03   -2.150e-07    7.458e-04   -2.222e-07   -1.761e-04    4.472e-09    1.819e-03    7.385e-08
    1.982e+01    1.424e-02    1.155e-03    8.113e-02    7.997e-02    4.750e-02    0.000e+00    0.000e+00    3.363e-02    1.657e-02     0.000e+00     4.110e-02   -1.420e-03     0.000e+00     0.000e+00       1.021e+02       3.909e+06       1.000e+00       3.722e-02       0.000e+00            1.025e+02            3.924e+06           -1.000e+00            1.028e-02            0.000e+00    9.274e-05    1.220e-04    1.181e-04    3.674e-03    2.855e-02    1.068e-03   -1.754e-01      1022031    1.788e-01      1002037   -2.485e-01      1021091    2.718e-01      1005856   -2.463e-01      1001286    2.396e-01      1030095   -3.537e+00         7488    3.537e+00         8896   -4.606e+00         8127    1.203e+00         6591   -1.342e+00         8889    1.343e+00         8901   -4.360e+00      1042730    4.716e+00      1019720   -5.636e+00      1001268    6.947e+00      1019072   -5.335e+00      1025710    6.127e+00      1021626   -3.072e+02      1042057    2.036e+02      1035113   -3.725e-04   -1.785e-07   -1.518e-04   -3.515e-09   -3.286e-03   -1.315e-07    7.483e-04   -2.887e-07   -1.762e-04    3.766e-09    1.818e-03    1.665e-07
    1.987e+01    1.425e-02    1.157e-03    8.120e-02    8.004e-02    4.758e-02    0.000e+00    0.000e+00    3.362e-02    1.661e-02     0.000e+00     4.121e-02   -1.421e-03     0.000e+00     0.000e+00       1.023e+02       3.914e+06       1.000e+00       3.729e-02       0.000e+00            1.027e+02            3.929e+06           -1.000e+00            1.028e-02            0.000e+00    9.215e-05    1.195e-04    1.181e-04    3.674e-03    2.855e-02    1.068e-03   -2.025e-01      1045768    1.618e-01      1019088   -2.691e-01      1023808    2.587e-01      1000968   -2.462e-01      1008013    2.394e-01      1020775   -3.537e+00         7487    3.537e+00         8896   -4.606e+00         8128    1.203e+00         6592   -1.343e+00         8889    1.342e+00         8901   -4.735e+00      1022030    4.637e+00      1029030   -6.665e+00      1029298    6.088e+00      1018971   -6.027e+00      1018042    5.470e+00      1003336   -3.134e+02      1045355    2.069e+02      1046893   -3.742e-04   -1.320e-07   -1.518e-04   -3.795e-09   -3.287e-03   -9.102e-08    7.516e-04   -3.480e-07   -1.762e-04    3.414e-09    1.817e-03    1.767e-07
    1.993e+01    1.427e-02    1.159e-03    8.127e-02    8.011e-02    4.764e-02    0.000e+00    0.000e+00    3.362e-02    1.665e-02     0.000e+00     4.133e-02   -1.421e-03     0.000e+00     0.000e+00       1.024e+02       3.919e+06       1.000e+00       3.735e-02       0.000e+00            1.028e+02            3.934e+06           -1.000e+00            1.029e-02            0.000e+00    9.187e-05    1.189e-04    1.191e-04    3.675e-03    2.855e-02    1.067e-03   -1.904e-01      1029030    2.104e-01      1023340   -2.530e-01      1020903    2.517e-01      1022655   -2.489e-01      1020016    2.554e-01      1029356   -3.537e+00         7487    3.537e+00         8896   -4.605e+00         8128    1.203e+00         9664   -1.343e+00         8889    1.342e+00         8901   -6.257e+00      1045768    4.313e+00      1008396   -5.789e+00      1024984    6.236e+00      1026011   -5.419e+00      1017530    5.811e+00      1001964   -3.073e+02      1046809    1.945e+02      1042154   -3.755e-04   -1.059e-07   -1.518e-04   -4.823e-09   -3.288e-03   -1.306e-07    7.552e-04   -3.448e-07   -1.762e-04    3.492e-09    1.815e-03    1.088e-07
    1.998e+01    1.429e-02    1.163e-03    8.134e-02    8.018e-02    4.772e-02    0.000e+00    0.000e+00    3.362e-02    1.669e-02     0.000e+00     4.144e-02   -1.423e-03     0.000e+00     0.000e+00       1.025e+02       3.924e+06       1.000e+00       3.740e-02       0.000e+00            1.029e+02            3.939e+06           -1.000e+00            1.032e-02            0.000e+00    9.200e-05    1.211e-04    1.174e-04    3.674e-03    2.855e-02    1.067e-03   -1.763e-01       967171    1.710e-01      1022031   -2.300e-01      1005025    2.570e-01      1008600   -2.328e-01      1019996    2.334e-01      1001550   -3.537e+00         7488    3.537e+00         8895   -4.606e+00         8127    1.203e+00         9664   -1.343e+00         7493    1.342e+00         8901   -3.891e+00      1004328    4.502e+00      1000631   -5.416e+00      1028496    5.524e+00      1006382   -5.334e+00      1023972    6.376e+00      1004971   -2.798e+02      1035532    2.409e+02      1042154   -3.768e-04   -2.051e-07   -1.519e-04   -4.567e-09   -3.290e-03   -1.464e-07    7.582e-04   -2.673e-07   -1.763e-04    4.150e-09    1.814e-03    7.655e-08
    2.003e+01    1.431e-02    1.165e-03    8.141e-02    8.025e-02    4.779e-02    0.000e+00    0.000e+00    3.363e-02    1.674e-02     0.000e+00     4.155e-02   -1.424e-03     0.000e+00     0.000e+00       1.026e+02       3.929e+06       1.000e+00       3.746e-02       0.000e+00            1.031e+02            3.945e+06           -1.000e+00            1.032e-02            0.000e+00    9.293e-05    1.218e-04    1.189e-04    3.674e-03    2.855e-02    1.068e-03   -1.627e-01       967293    1.708e-01      1020659   -2.607e-01      1005496    2.584e-01      1013691   -2.446e-01      1029425    2.650e-01      1008439   -3.537e+00         7488    3.537e+00         8895   -4.606e+00         8128    1.203e+00         6591   -1.343e+00         7493    1.343e+00         7481   -3.993e+00      1024425    4.204e+00      1041322   -6.303e+00      1024925    5.516e+00      1013481   -5.329e+00      1021927    5.951e+00      1029972   -2.928e+02      1042218    2.368e+02      1042154   -3.785e-04   -9.258e-08   -1.519e-04   -3.658e-09   -3.291e-03   -1.653e-07    7.608e-04   -2.523e-07   -1.763e-04    5.207e-09    1.813e-03    1.113e-07
    2.009e+01    1.431e-02    1.166e-03    8.148e-02    8.031e-02    4.786e-02    0.000e+00    0.000e+00    3.362e-02    1.678e-02     0.000e+00     4.166e-02   -1.425e-03     0.000e+00     0.000e+00       1.028e+02       3.934e+06       1.000e+00       3.753e-02       0.000e+00            1.032e+02            3.949e+06           -1.000e+00            1.033e-02            0.000e+00    9.260e-05    1.174e-04    1.186e-04    3.674e-03    2.855e-02    1.068e-03   -1.610e-01       967108    1.752e-01      1021145   -2.348e-01      1006022    2.365e-01      1007116   -2.721e-01       997302    2.985e-01      1012971   -3.537e+00         7487    3.537e+00         8895   -4.605e+00         8128    1.203e+00         9664   -1.343e+00         7493    1.343e+00         8901   -4.260e+00      1043162    4.700e+00      1019720   -6.091e+00      1022312    5.503e+00      1025831   -6.321e+00      1029425    5.589e+00      1012817   -3.040e+02      1046842    2.245e+02      1041958   -3.795e-04   -8.543e-08   -1.520e-04   -4.135e-09   -3.293e-03   -2.495e-07    7.638e-04   -3.317e-07   -1.764e-04    4.737e-09    1.812e-03    1.222e-07
    2.014e+01    1.433e-02    1.169e-03    8.155e-02    8.038e-02    4.793e-02    0.000e+00    0.000e+00    3.362e-02    1.682e-02     0.000e+00     4.177e-02   -1.426e-03     0.000e+00     0.000e+00       1.029e+02       3.939e+06       1.000e+00       3.759e-02       0.000e+00            1.033e+02            3.955e+06           -1.000e+00            1.035e-02            0.000e+00    9.186e-05    1.191e-04    1.173e-04    3.674e-03    2.855e-02    1.068e-03   -1.585e-01      1026578    1.670e-01       970087   -2.185e-01      1022369    2.532e-01      1000884   -2.398e-01      1017311    2.482e-01      1001949   -3.537e+00         7487    3.537e+00         8896   -4.605e+00         8128    1.203e+00         6591   -1.343e+00         7493    1.342e+00         7481   -4.225e+00      1006088    4.206e+00      1018834   -5.791e+00      1009007    5.478e+00      1022639   -6.142e+00      1026385    5.795e+00      1026705   -3.020e+02      1046809    2.397e+02      1041958   -3.802e-04   -1.135e-07   -1.520e-04   -4.334e-09   -3.296e-03   -3.108e-07    7.675e-04   -3.840e-07   -1.764e-04    3.400e-09    1.811e-03    7.926e-08
    2.019e+01    1.435e-02    1.171e-03    8.162e-02    8.045e-02    4.800e-02    0.000e+00    0.000e+00    3.362e-02    1.686e-02     0.000e+00     4.188e-02   -1.427e-03     0.000e+00     0.000e+00       1.030e+02       3.944e+06       1.000e+00       3.764e-02       0.000e+00            1.034e+02            3.960e+06           -1.000e+00            1.036e-02            0.000e+00    9.224e-05    1.210e-04    1.171e-04    3.674e-03    2.855e-02    1.068e-03   -1.643e-01      1030155    1.634e-01      1037898   -2.997e-01      1008600    2.494e-01      1008109   -2.631e-01      1009977    2.126e-01      1010763   -3.537e+00         7488    3.537e+00         8896   -4.605e+00         8127    1.203e+00         6591   -1.343e+00         8889    1.342e+00         7481   -4.125e+00      1037795    4.060e+00      1017660   -5.271e+00      1024669    6.296e+00      1003763   -6.818e+00      1021357    5.954e+00      1020373   -3.239e+02      1040997    2.689e+02      1038659   -3.815e-04   -1.785e-07   -1.520e-04   -2.757e-09   -3.299e-03   -2.693e-07    7.713e-04   -3.695e-07   -1.764e-04    3.126e-09    1.811e-03    3.909e-08
